input_id,out_v1,out_v2,out_v3
H007720-3P2KX4,582734,2155462,582734
H007722-YJ0QYC,299044,291696,299044
H007724-KMKQN4,-63388,-40802,-63388
H007726-Z7GTA7,3572571,3021747,3572571
H007727-SY64EQ,-464082,-209910,-464082
H007728-VDSC4H,-218501,-149712,-218501
H007729-YQLZK8,379834,1315191,379834
H007730-DVLLT2,5542514,4611951,5542514
H007732-95M2CT,-167570,-120211,-167570
H007734-M91EQC,766698,1521,766698
H007735-0OF1QL,-32991,-57297,-32991
H007736-RCTDPK,1026240,1598751,1026240
H007737-2HRS5U,4834711,6693325,4834711
H007739-YPYROK,1421605,960868,1421605
H007740-Y7WENN,4046209,4605846,4046209
H007741-BID8YI,2123591,1193557,2123591
H007742-A6TVP7,501526,0,501526
H007743-QS7DCW,2213422,2894897,2213422
H007744-OC4HG1,1106639,122067,1106639
H007745-PT1RYL,-150519,-103919,-150519
H007746-JTR8RM,1541218,2204692,1541218
H007747-B1JVMV,543256,731424,543256
H007748-LMKQEJ,175858,4884611,175858
H007749-FHJZPH,8507,287631,8507
H007750-R7CNCJ,2857774,3675620,2857774
H007751-3Q81GK,7704,739861,7704
H007752-F1BMJ8,1774782,0,1774782
H007753-648F6A,2140348,1447772,2140348
H007754-60SHOV,4041451,3720254,4041451
H007755-MIODOF,-38568,167353,-38568
H007756-VS9C0D,-431480,-301585,-431480
H007761-1XVR8P,0,2363457,0
H007762-AWO62S,3158807,3890415,3158807
H007763-EZJ6JS,0,1266793,0
H007765-1AA9DG,21110446,15987117,21110446
H007766-86C6LA,2556014,419504,2556014
H007767-I8W2NC,1503243,-123579,1503243
H007768-G8AHZF,-355898,-23527,-355898
H007770-AM82U4,2303537,236458,2303537
H007771-QY6GT2,169144,1788851,169144
H007772-BFMQNK,2143506,436674,2143506
H007774-EX6R2X,-39417,28554,-39417
H007775-BCUIIT,7105414,6033725,7105414
H007776-N0A4CO,-162841,-82713,-162841
H007777-DECE3C,143056,0,143056
H007778-9IVEZX,-238757,-404111,-238757
H007779-TY4VXK,1340348,665288,1340348
H007780-1L6X1D,-492912,-71553,-492912
H007782-0IQ3DO,4099297,2019827,4099297
H007783-7ZXCNL,7607508,6200978,7607508
H007785-SIB9WB,6189811,1884539,6189811
H007786-GVFEEA,3527808,1460668,3527808
H007787-RINKDU,3995826,3852513,3995826
H007788-BPLF52,-230519,-76680,-230519
H007789-JOIITY,-466588,-199144,-466588
H007792-TH4GHN,0,951591,0
H007793-NGEVSI,46519,2758055,46519
H007794-9RBCGN,7035248,6888243,7035248
H007795-RPB5GW,4151856,1061184,4151856
H007796-FLTQS2,218662,26214,218662
H007797-89ERM5,-494899,-165539,-494899
H007798-F1XEU3,2470952,3520393,2470952
H007799-Y3UX71,3537933,2860771,3537933
H007800-339R8R,950985,375030,950985
H007801-U76FDI,3091845,3230025,3091845
H007802-Q3SE46,834853,214968,834853
H007803-LEFIPY,-327882,-175141,-327882
H007804-E75O46,8474807,11370275,8474807
H007805-WIWV81,-124428,462734,-124428
H007806-61DNKF,-556578,-561053,-556578
H007808-B0OOW4,-369699,-532230,-369699
H007809-50I15S,1867373,1918841,1867373
H007810-EHCBJL,4483876,2288578,4483876
H007812-TSQ4XO,7065302,6540111,7065302
H007814-5Z3ODB,1949866,542542,1949866
H007815-UL37TZ,2877723,2327358,2877723
H007816-XSDD8E,-234123,-11520,-234123
H007817-JCJPRG,16380090,6608751,16380090
H007818-0RMQ3L,17904,1667798,17904
H007819-MTAXO8,8237886,8544601,8237886
H007821-F0C1PQ,443140,918,443140
H007822-0TFPE8,56612,-47625,56612
H007823-TRZVTC,8490064,4654318,8490064
H007824-OZAHIS,8346,117753,8346
H007825-O4II2J,-339219,-477952,-339219
H007826-0WIO4V,2088872,1748205,2088872
H007827-TWHIVH,1882022,630224,1882022
H007828-1LWYNG,2197239,5123360,2197239
H007829-4S3M92,1348150,2295301,1348150
H007830-STQSYA,1986705,1429598,1986705
H007831-QF0C1R,-41631,-9260,-41631
H007832-I3MPPR,1168023,1543748,1168023
H007834-YH5EKX,2629322,1188683,2629322
H007835-4GE7IT,5006426,11988,5006426
H007836-ENL9TJ,4257018,2078608,4257018
H007837-SGB2QF,-173297,-124197,-173297
H007838-DA0S5O,8301932,3884653,8301932
H007839-U22MMO,-522298,-568135,-522298
H007840-F8GG5Y,11133500,627392,11133500
H007841-SQD3A3,2209308,1791838,2209308
H007844-E6FRWB,-150813,-194290,-150813
H007845-SMUOMO,252515,-137992,252515
H007846-IRNCYF,-64178,789333,-64178
H007847-ZH3J0U,3607301,1828240,3607301
H007849-EUH83J,7056421,4113834,7056421
H007850-JPKTU2,-589087,-527226,-589087
H007852-G7UTN3,-228832,-135370,-228832
H007853-HJL4F8,-694489,-414664,-694489
H007855-6ACVWW,711,840661,711
H007858-A7RJQI,1106517,353462,1106517
H007859-V93H23,5104312,1947303,5104312
H007860-BYLL43,362096,1173971,362096
H007862-OWL3RV,8094,-282877,8094
H007863-7DB49A,1198261,-41759,1198261
H007864-CKCBEH,5098056,5263814,5098056
H007865-3GP7V0,-563270,-464951,-563270
H007866-VAYVWS,2023602,42530,2023602
H007867-UCV3SC,2431530,1126258,2431530
H007868-ZWXQTC,10860761,7076865,10860761
H007870-1TZCNZ,6814122,4634187,6814122
H007871-CCDLPD,353323,88847,353323
H007873-BW3EIF,0,78864,0
H007875-HXF7ZX,1039508,1015543,1039508
H007876-HEK38V,4606211,5114466,4606211
H007877-8HC2GJ,288334,370884,288334
H007878-DR2JT7,2588210,16971,2588210
H007882-IT6BSD,812613,912925,812613
H007884-543AJZ,0,37653,0
H007886-8GNVD3,616982,0,616982
H007887-IERHQK,-168970,-112051,-168970
H007888-Z12RRR,8364,599142,8364
H007889-KCJWHF,0,383232,0
H007890-U1XY28,215927,656655,215927
H007891-XD23Z0,2843593,1392862,2843593
H007892-GB897Q,124831,111419,124831
H007893-U5S72V,6746538,2655758,6746538
H007894-RQYSR0,3992,847345,3992
H007896-TFF4T6,3648256,1216273,3648256
H007897-9Z2EWA,2780134,1753171,2780134
H007899-JXN4WP,2639766,-74578,2639766
H007901-VAX6LC,-311608,-15027,-311608
H007905-02ALAP,1944632,316527,1944632
H007907-YKH9KO,1920336,1127800,1920336
H007908-HNZ8AL,2425920,-55835,2425920
H007909-6A0AKV,236,51806,236
H007910-OMO7FG,6289589,3837708,6289589
H007911-PV2EJP,4732376,1112692,4732376
H007912-A6RA78,6118443,7702111,6118443
H007913-1EP4G2,-194112,-152943,-194112
H007914-YCQ25N,4742108,7413875,4742108
H007915-UZDF4S,-140082,36689,-140082
H007917-45COH0,1057582,0,1057582
H007918-HQ4JF1,182562,583668,182562
H007919-W7M4OY,3139932,4051219,3139932
H007920-B0G0RL,-559358,-663444,-559358
H007921-39KW7J,1685546,1197375,1685546
H007923-76EOVC,-139869,-59281,-139869
H007924-1NOYYU,11312307,3594939,11312307
H007925-MJ21AR,2506978,874585,2506978
H007926-EOO5M8,4883607,1694910,4883607
H007927-AU26E1,1879437,2071263,1879437
H007928-G9OVIO,703286,70462,703286
H007929-A3GXT0,1035425,18262,1035425
H007931-NEDUTT,4407536,3015849,4407536
H007933-XV1AS1,4347199,4970101,4347199
H007935-GDG340,-63907,-37367,-63907
H007936-60MR8I,0,977381,0
H007937-65Z1LI,9465432,11032800,9465432
H007938-C2PH0Q,3891784,2791324,3891784
H007939-VXY0N5,2641254,-82847,2641254
H007940-UOOAT4,60686,973102,60686
H007941-QRRY07,2474170,1235192,2474170
H007942-W9IROG,-232193,-158791,-232193
H007943-PATZPC,8525731,7138729,8525731
H007944-EU6TAG,966336,825596,966336
H007946-VZTNCT,116448,915027,116448
H007947-QUIV8W,2785728,2998192,2785728
H007948-NI4WB3,-58261,-36120,-58261
H007949-ZZJ4DL,-27015,6152,-27015
H007950-9XVNF1,1384161,111989,1384161
H007951-8RTAMN,18455,117825,18455
H007955-BFG4EX,2065554,2835532,2065554
H007956-1A7AET,3959284,204488,3959284
H007959-9LBRNH,3962588,491698,3962588
H007960-GW5DJF,2352227,3087779,2352227
H007961-W42G7E,11994,151722,11994
H007962-SRJ12V,-37045,-156480,-37045
H007963-J3B91F,-162759,-223646,-162759
H007964-QDTQQW,4254196,857576,4254196
H007965-YZH66C,-46014,3785,-46014
H007967-LZUBOJ,-740707,-75008,-740707
H007968-8YJBHM,408968,5206196,408968
H007969-N9L9A7,18154020,12117472,18154020
H007970-T52O9Q,-401814,-179287,-401814
H007971-WBP1ND,-391769,-97708,-391769
H007972-0RID5G,-35144,537235,-35144
H007974-1GOWHS,5653948,6478837,5653948
H007975-WE5GJY,1584015,3611208,1584015
H007977-YB2BTH,6381397,5841257,6381397
H007978-DTY4QB,7277059,4886544,7277059
H007979-ABL63I,233117,10494,233117
H007980-SK5XHJ,2556474,2357210,2556474
H007981-B7F1BZ,3732980,3214258,3732980
H007984-BEGVUV,-98681,-77746,-98681
H007985-31ELM1,-470693,-98732,-470693
H007986-RO168L,1417089,2656504,1417089
H007988-AO8G4D,772366,1455442,772366
H007989-WPES69,583515,0,583515
H007990-UVBI8U,13103748,6835425,13103748
H007991-PD0MS5,3146503,2499097,3146503
H007992-F61WE8,1263553,-417722,1263553
H007995-II214T,-80592,-260960,-80592
H007996-5NPOWF,-51325,706702,-51325
H007997-R6WNH1,3284511,1818544,3284511
H007998-VLDQVI,1565035,1429049,1565035
H007999-DR6JVV,3437912,460062,3437912
H008001-ZBV798,2954679,2373622,2954679
H008002-R2U0AQ,913744,654012,913744
H008005-NXIDOS,-97767,334747,-97767
H008007-NF4J45,3719401,266583,3719401
H008008-JQNZ21,-122750,-170571,-122750
H008009-K0LEL6,4249270,3677518,4249270
H008012-QF0NQH,1272793,1138577,1272793
H008013-WH46SK,-472913,-292617,-472913
H008014-OH1G3S,1891260,1259973,1891260
H008016-KYT629,2546056,585258,2546056
H008017-D30SOG,1652699,3336871,1652699
H008018-KJVQIA,207150,867485,207150
H008019-PHC4LU,3221081,180411,3221081
H008021-3EKJIB,-407383,-4816,-407383
H008022-TL2JTV,1680417,1355214,1680417
H008023-655RYX,1328524,0,1328524
H008024-BB0WR2,2633887,4398223,2633887
H008025-6PBMJB,-389755,-356254,-389755
H008026-HGX2QY,2762257,581959,2762257
H008027-9HFNPP,7575897,4030934,7575897
H008028-9DWWAQ,1536062,559396,1536062
H008030-S6FAOX,854202,815865,854202
H008033-9FAHS7,-113435,-232843,-113435
H008035-9Y5WFJ,4188646,3037502,4188646
H008036-I8A4NI,4566492,-45675,4566492
H008040-AGI1CZ,-400434,-329450,-400434
H008041-AEPGZB,4454855,4047246,4454855
H008043-JUZ5AG,8985382,6106633,8985382
H008046-MGQ1KW,1166911,399,1166911
H008047-SZ0H40,1583724,968918,1583724
H008048-9SX3VX,9361670,3554001,9361670
H008049-TBL1FC,7726176,3105164,7726176
H008050-W5OOTI,0,933129,0
H008051-JTDUQD,-9757,42383,-9757
H008052-0JO74I,8837218,7811765,8837218
H008053-SC3C8R,-247291,-187657,-247291
H008055-3K1BWL,4435380,1850029,4435380
H008056-REDRYD,1712182,1412838,1712182
H008057-FB2IK9,7555324,4300653,7555324
H008059-9U1QEO,9063213,6451779,9063213
H008061-O2N0HV,3738091,2039410,3738091
H008062-1HRCM8,1584349,3228730,1584349
H008063-CYX4MF,687383,182880,687383
H008064-G410JK,7163314,1199642,7163314
H008065-2BVHT4,-199289,-181149,-199289
H008066-5PHKIL,-232377,-261805,-232377
H008067-GLL73A,1276128,3468084,1276128
H008068-S8TUSX,-95290,1008291,-95290
H008069-H4I3SE,2787710,3024034,2787710
H008071-SGYBUW,8008,98559,8008
H008072-SHXGW8,-386247,-302645,-386247
H008073-HYK7TO,-717024,-526041,-717024
H008074-U3BIMP,28161,-74794,28161
H008075-N2GYPK,11104,2709372,11104
H008076-SF1QJ3,0,1078038,0
H008079-145PID,481699,491488,481699
H008080-9YU8W1,-31156,2003511,-31156
H008081-A69JJ7,-423724,-337303,-423724
H008082-XOYD5H,2172238,3746991,2172238
H008083-Z0ZFXD,642335,0,642335
H008085-XPH6L4,1857732,152342,1857732
H008086-L3PVC3,882539,2235306,882539
H008087-KUTZ1X,6313992,3797142,6313992
H008091-TNIAMK,2201270,2287977,2201270
H008092-CNB2WC,-212564,-156348,-212564
H008094-MQBP5J,6655925,2351251,6655925
H008095-J2I1HN,-670688,-499770,-670688
H008096-435WXH,1621574,597226,1621574
H008097-RF37VC,4105622,-19105,4105622
H008098-1AO9CT,7646562,3862742,7646562
H008099-HW95QR,3836441,1621242,3836441
H008100-OSNCDR,121291,13376,121291
H008102-W9GXSC,4814981,4054131,4814981
H008103-XLOCOW,0,46073,0
H008104-SVM120,293015,2071172,293015
H008105-B7TXFC,2279550,622621,2279550
H008106-CXMD73,-530675,-521569,-530675
H008107-T0E8L5,5800169,3810469,5800169
H008108-4J29NG,366101,-35234,366101
H008109-9X473O,0,15445,0
H008110-KUK7NW,-22269,-158913,-22269
H008111-QWTO96,1275177,3721233,1275177
H008112-0YBT4B,6642726,4423762,6642726
H008114-K1F2AZ,3681320,2351911,3681320
H008116-VZAVH6,-143239,-218754,-143239
H008117-9WVO3Y,7769747,6895957,7769747
H008118-DNAC29,-479467,-418016,-479467
H008119-4YOBSE,1118,427783,1118
H008120-5LI886,3015,1262423,3015
H008121-R1UR71,3076528,2282340,3076528
H008122-Y5WQDX,852858,652004,852858
H008123-8ABB4M,-915599,-280892,-915599
H008125-1Z874A,-168554,-402600,-168554
H008126-4O85J0,582209,294518,582209
H008127-ED5O2O,2460917,1047744,2460917
H008128-DYQL7C,558793,1020574,558793
H008130-IKBA22,-666209,-899736,-666209
H008131-8EGWCC,-209194,1413615,-209194
H008132-Y0UJOR,5265671,5535455,5265671
H008133-TZ2ZZE,2099628,1163101,2099628
H008134-00CP9I,1321234,5158224,1321234
H008135-K2QP9R,2756306,1809833,2756306
H008136-T5DH1C,2242284,79353,2242284
H008137-0A1P33,-55659,-270060,-55659
H008138-5RH84E,-234854,-292332,-234854
H008139-XWVIT2,-79516,2127448,-79516
H008140-LS7E3V,-35832,-33721,-35832
H008141-DG2OCN,333882,467536,333882
H008142-R8ZR3T,41538,1274083,41538
H008143-PIEJLV,4355634,3783599,4355634
H008144-AFLREW,2738420,1407612,2738420
H008145-E1IN00,-345188,854040,-345188
H008146-WZEIG4,0,536151,0
H008147-57VUDX,5807213,5535235,5807213
H008150-4RQQ2J,-183446,-85208,-183446
H008151-SCNTIB,-153841,-191050,-153841
H008152-Q094HH,-1026557,-614031,-1026557
H008153-D8QP1L,2772738,2692071,2772738
H008154-Z8S8Q6,4984320,7505683,4984320
H008155-8PPRPD,622973,2505397,622973
H008156-0JLJ5W,2304825,109100,2304825
H008157-8RG56D,691845,737199,691845
H008158-T0ZHG7,532252,-13060,532252
H008161-8M6PE2,39985,6960,39985
H008162-YH6K41,957019,401256,957019
H008164-FB35CT,367748,7924,367748
H008166-PZDOO7,12779932,9775342,12779932
H008167-M1XYMZ,9473907,8509904,9473907
H008168-87NKN5,11883551,5154309,11883551
H008169-F1T05B,2664574,2734876,2664574
H008172-0J9E8Y,6593348,1834843,6593348
H008174-FKYHO3,4982714,5484,4982714
H008175-XVMYQL,5782337,5102669,5782337
H008176-RCOMS1,30315,416299,30315
H008177-Z6O4FF,-331520,-181101,-331520
H008178-MPFQQQ,5531993,3618986,5531993
H008179-0FSTSX,173778,-221329,173778
H008180-Y7BG4F,895030,0,895030
H008182-DM4KTG,2486862,1547459,2486862
H008183-Z2MNBD,-1135,1092181,-1135
H008184-MI26LV,-820499,-711491,-820499
H008186-Y8ZB34,2291881,1010311,2291881
H008187-Q615VL,-233846,-146597,-233846
H008188-CNA39C,6551519,4295343,6551519
H008189-GCD0CB,2725128,5306653,2725128
H008190-NTWA75,5045890,4032352,5045890
H008191-KD3KPD,0,539556,0
H008194-OMF23D,7825142,9000743,7825142
H008195-KLDWQN,198776,79723,198776
H008197-5D9GMA,850314,25969,850314
H008199-Z72D87,1371022,1275647,1371022
H008200-YOXHQQ,-40071,293851,-40071
H008201-VKLBE6,240604,1770536,240604
H008202-PQA2M8,9324547,7141755,9324547
H008203-2T15ND,5682950,5321188,5682950
H008204-QIFZSA,4359891,2217717,4359891
H008205-NW3436,824443,459502,824443
H008206-MHPPSF,-198708,-509238,-198708
H008207-YJXCKW,-490336,-281452,-490336
H008208-EZGDI1,2424827,1212467,2424827
H008209-7HUS5F,4234274,4201166,4234274
H008210-U3EW6W,3575572,4081609,3575572
H008211-8WWFC7,3136904,-9697,3136904
H008212-1O30FX,-17967,-51952,-17967
H008213-0DWPLS,-614316,-514582,-614316
H008215-9ZC6Y0,-329310,-210138,-329310
H008216-UUFHAJ,-72297,-111135,-72297
H008217-L08LMF,33818,870736,33818
H008218-RP0ZHP,-591177,-368761,-591177
H008219-OZG4DA,-147176,-70209,-147176
H008221-LM7C4B,-791573,-171722,-791573
H008222-XGRVLD,-92368,2058103,-92368
H008223-IVHIF2,109777,1984724,109777
H008224-C4H5Y7,606961,1092238,606961
H008225-EE37B7,-283728,-218293,-283728
H008226-RPP473,1431493,508580,1431493
H008227-4D5NRH,7263513,7702682,7263513
H008228-9W3W1X,10174093,3463366,10174093
H008230-L6WJE9,-181199,-157615,-181199
H008232-9UWCNK,2611165,3603115,2611165
H008234-49W7G5,-114865,-313199,-114865
H008235-1S794S,6094494,5158199,6094494
H008236-KF7J1P,506389,2126281,506389
H008237-1L8A03,6877327,4177595,6877327
H008238-IR54GN,357206,609619,357206
H008239-MW30BB,4002773,1070664,4002773
H008240-L92A4I,-56608,-64080,-56608
H008241-UTSBD5,1735893,945509,1735893
H008242-YJ1VWM,1282518,2173211,1282518
H008243-POQZJG,2664903,1678379,2664903
H008244-0Z9YMH,-453020,-226400,-453020
H008245-VX99NA,1455530,2625,1455530
H008246-4YWMMX,-47795,1050858,-47795
H008248-9C9X6B,4276216,2191094,4276216
H008249-HV1I84,-251008,-108954,-251008
H008250-VJMP4K,-67700,157738,-67700
H008251-LUM6N5,4277809,3266996,4277809
H008253-EMXJ3P,2100614,1525537,2100614
H008254-GXW41N,7447252,6823873,7447252
H008255-WOI944,2287942,8107849,2287942
H008257-S4WHAX,6269,946878,6269
H008258-1QEK38,2642471,407471,2642471
H008259-U6UX1Q,-104969,-35236,-104969
H008260-V3J2UC,776874,848687,776874
H008261-9F91NE,660521,3787,660521
H008262-12VQ22,-319118,-226223,-319118
H008263-BZT97Y,816982,0,816982
H008264-KCSIOQ,10164792,5102368,10164792
H008266-Q7ZFJC,-112716,-22236,-112716
H008267-EXDX7Q,2126566,3620095,2126566
H008268-CA434B,31285,466581,31285
H008269-68IHC6,3930758,1410550,3930758
H008270-912W0S,-97930,647958,-97930
H008271-GCZPMM,1252487,-69541,1252487
H008272-P24IB4,8281954,8742934,8281954
H008273-ZC0Q3U,-495300,-383420,-495300
H008275-VNX2LC,1457604,494758,1457604
H008276-Y3KLU3,-599619,-584245,-599619
H008277-HX2XX8,-64886,-225606,-64886
H008278-OQS4W3,-280860,285285,-280860
H008283-7TTVXB,-138997,2134132,-138997
H008285-ZFPE7K,1212061,1488300,1212061
H008286-27OBO4,5631993,2107508,5631993
H008287-UAYXED,-41411,-114186,-41411
H008288-OHD3HV,948989,4982939,948989
H008289-GHG9SD,1762656,2522858,1762656
H008290-NUHYVG,839903,994899,839903
H008292-TLENTJ,4759296,1006965,4759296
H008293-Y4SOGG,1868669,2370459,1868669
H008297-3IDDWJ,-220232,-185690,-220232
H008300-ESXNVH,6222152,1205977,6222152
H008302-CQRWG5,691889,392770,691889
H008303-Y29RBJ,773214,2641763,773214
H008304-KE1X8V,875440,0,875440
H008305-W1HTXG,2129122,3018330,2129122
H008306-2XSOU3,5453755,4054912,5453755
H008307-ANYJOL,563080,2642992,563080
H008309-ZU1E0C,3211032,2328131,3211032
H008310-A660MX,-294318,-170076,-294318
H008311-ZHGWOJ,-382213,-228793,-382213
H008314-B69HUX,349359,956715,349359
H008315-HR2ZVC,5376084,3464174,5376084
H008316-L1C1SP,3716602,0,3716602
H008317-PLYE5Q,5698274,2455488,5698274
H008318-NOGVBB,7931538,2175954,7931538
H008319-MIBPSP,4640133,3981641,4640133
H008320-UQF4G2,5495199,3779844,5495199
H008323-WS37MJ,-146562,1216275,-146562
H008324-Y7OCAL,-554176,-572238,-554176
H008325-6RAJI2,-283670,-51648,-283670
H008326-6ZUYYN,2251404,2995775,2251404
H008327-BC1B3M,2724376,1561015,2724376
H008328-73X3C1,-63524,2814902,-63524
H008330-OSKBDI,7732399,5108388,7732399
H008331-1XW7FG,-458366,-144235,-458366
H008332-A8LKZV,669733,11767,669733
H008333-Z7D69N,-42712,-44870,-42712
H008334-JVSECL,321406,0,321406
H008336-Z0X91T,3477653,2821476,3477653
H008337-XADH0U,2307818,644,2307818
H008338-OR5MBD,-193305,-117897,-193305
H008339-4HYGWC,4829634,5493668,4829634
H008340-F84B8X,-38388,-51145,-38388
H008341-GLHCUL,8607,20255,8607
H008342-XMK1A3,-427774,-175656,-427774
H008343-TC8BDI,5845985,2245941,5845985
H008344-K48KU6,303203,0,303203
H008345-1Z7G57,2641142,2305053,2641142
H008346-IX76J6,-413789,-369160,-413789
H008347-MIK42U,3704397,317811,3704397
H008349-UGL91V,1789626,3502820,1789626
H008350-ZHYKNE,1391508,0,1391508
H008352-Y5W4CR,2948453,1159732,2948453
H008353-J36516,-41913,-47817,-41913
H008355-HY2K9B,343669,-35116,343669
H008356-LSB8N2,425435,359443,425435
H008357-ME7JS0,253415,25485,253415
H008358-22WS0O,13061105,10642064,13061105
H008359-N5NS68,3981877,2257512,3981877
H008362-8U8U0L,2042802,602984,2042802
H008363-NT0EBX,4735756,4343252,4735756
H008364-3XO3W3,2354993,0,2354993
H008365-FSL8F0,8974474,7469925,8974474
H008366-S74CFI,5451618,0,5451618
H008370-ZJD53I,3374444,2473282,3374444
H008372-ST1U6K,5529653,4699316,5529653
H008373-UZYC50,3491463,0,3491463
H008374-5DNEC4,4907388,2807510,4907388
H008375-156NLV,2303875,1954487,2303875
H008376-6CFIHI,-167133,570722,-167133
H008377-4WB3DC,329289,18104,329289
H008379-B7WSGW,-78931,-35358,-78931
H008380-G3HCIV,3046454,2785382,3046454
H008382-F7Z75P,3513008,1750505,3513008
H008383-TO6TPQ,-78656,-131569,-78656
H008385-115H9W,12614,1829453,12614
H008386-68AIVE,-671879,-619599,-671879
H008387-422EU7,7792,1427556,7792
H008388-OLVK4Y,578705,6159,578705
H008389-H914US,-137874,121728,-137874
H008392-R2ZNNF,6837454,-25094,6837454
H008395-GDK5FG,891524,-25689,891524
H008396-NN6EPV,7529717,5712059,7529717
H008397-35FA4L,2044260,597645,2044260
H008398-3USJXM,5214897,6484971,5214897
H008399-G2IOPI,-183623,-100175,-183623
H008400-A5MOCD,25698,17188,25698
H008401-WOUIQE,-19306,967885,-19306
H008402-SKAUWQ,1057876,940655,1057876
H008403-D20H1B,375701,704792,375701
H008405-QUUB4L,2988904,2745946,2988904
H008406-2BVO9D,11093233,1211122,11093233
H008407-WTPD1N,4137987,1245184,4137987
H008408-YCFKH7,17729938,12686835,17729938
H008409-8U81YU,8094,1535053,8094
H008410-2LBZ1P,-800558,-121044,-800558
H008411-RG73CU,3607298,2829495,3607298
H008412-VIH9HW,1828762,1110340,1828762
H008413-DQVTNS,-398411,-156066,-398411
H008414-OBPLKQ,3586830,4516853,3586830
H008415-OSABJ7,-224291,-114815,-224291
H008416-SAKMNK,21254,966921,21254
H008417-188MDU,4744563,2779856,4744563
H008419-1DLJG5,3652701,3268186,3652701
H008420-HEOM5F,-84411,-51289,-84411
H008421-JOURXJ,4734750,-246536,4734750
H008422-INPBPL,-850298,-993428,-850298
H008424-0YQ0R8,713706,-15749,713706
H008425-E2LHXT,-328430,-249786,-328430
H008426-JDWV09,9555945,2533074,9555945
H008427-NXVUKY,3564763,3317417,3564763
H008428-IACVJL,-519420,-421370,-519420
H008429-6EKT2K,864392,91542,864392
H008430-KMLKVI,1008290,813478,1008290
H008431-DZ1W8X,1881044,4146756,1881044
H008434-QOU3IC,2722680,1143018,2722680
H008435-UABKMJ,4015,3568270,4015
H008436-EDKRPN,7199444,5691341,7199444
H008437-B759V4,-92323,-52102,-92323
H008438-XFPJNB,2736747,5224406,2736747
H008439-S0MTAB,5039610,107322,5039610
H008440-MMMSJE,6494,274807,6494
H008441-I4A25Q,64822,0,64822
H008442-3WYZOC,13905160,10580043,13905160
H008443-CQCRSU,-170501,-483949,-170501
H008444-J2OAEH,-347568,-441462,-347568
H008446-RWO9QQ,1237560,1689,1237560
H008447-M032RB,-275900,-283552,-275900
H008448-6I7HBK,12621927,9814288,12621927
H008449-FUHFB5,16134,1146170,16134
H008450-A6PGOU,4747239,5274657,4747239
H008451-D4YWJK,-665626,-565507,-665626
H008452-5A4VT0,6387692,6802117,6387692
H008453-RF491V,-82670,-10971,-82670
H008455-S3YPTN,1511838,1008581,1511838
H008456-NTAKOJ,-468503,1775000,-468503
H008457-1YN04R,1721601,663658,1721601
H008458-T08QN1,2172470,600878,2172470
H008459-XWDQLE,6429211,6856253,6429211
H008460-IC37SS,-10398,705340,-10398
H008461-PFSIT0,-928861,-925967,-928861
H008463-7SFF9F,2207612,-64832,2207612
H008464-BPA9TP,-33925,-140742,-33925
H008465-7NCNPU,949390,1024434,949390
H008466-I9TAEI,977507,0,977507
H008467-MX4B43,3273425,3863031,3273425
H008468-W4RTH5,7206462,4958351,7206462
H008470-7JFS0T,0,356187,0
H008471-K42KDK,3729324,0,3729324
H008474-071CU6,3106,1039288,3106
H008475-SJ5HMV,2828362,1751597,2828362
H008476-MAQR2N,3559878,2321401,3559878
H008477-2822DR,7749147,5925410,7749147
H008478-R5YMSI,2532007,0,2532007
H008479-DLFC6P,11642659,8887494,11642659
H008480-P6RHWH,3366341,666484,3366341
H008481-YKZOWF,-153925,-39743,-153925
H008482-4ZWI5R,1129357,1997854,1129357
H008483-VBN317,1838517,2079733,1838517
H008484-WGJK7D,4484610,4267277,4484610
H008485-CXCZGU,8037664,6388902,8037664
H008487-O79FSY,5531755,7182744,5531755
H008488-GNZ9EF,5649234,5807242,5649234
H008489-7FRYPT,3914364,3620833,3914364
H008490-I60JSG,-980712,-873365,-980712
H008491-K7I93U,-192459,-65062,-192459
H008492-S86P7X,1458822,803677,1458822
H008494-FIHIFI,-56470,1034342,-56470
H008495-RH00W2,-322460,-171674,-322460
H008496-NG0LYI,2094328,3265061,2094328
H008497-IX7Y8V,5410524,3007590,5410524
H008498-1O3HYN,8437969,1561698,8437969
H008499-J9Q7SD,1611872,426980,1611872
H008500-FZLCDZ,2134229,773049,2134229
H008501-9FZ8VB,8686209,7048182,8686209
H008502-MRN1M4,4407,0,4407
H008503-9TVWZA,4587292,4871695,4587292
H008504-FDXIEX,3417633,2391402,3417633
H008505-1Z0LKS,2035176,2046852,2035176
H008506-BCYRON,-370514,585183,-370514
H008507-90LDPE,1124408,562309,1124408
H008509-DQ2565,2968553,1979175,2968553
H008511-PF7TKX,3609063,6942588,3609063
H008514-XWSYB5,2092458,1829480,2092458
H008515-W8Q72Z,2483516,2403919,2483516
H008516-ZCMJ38,-164805,-83169,-164805
H008519-KE3RQB,6422230,3003077,6422230
H008520-AB2PVN,11075104,12552350,11075104
H008521-YEUC7H,-898526,-634578,-898526
H008523-6DURJZ,-2190,1673,-2190
H008526-HS052W,9426438,4961634,9426438
H008527-T0FAZK,5253433,3469628,5253433
H008528-AE94VL,5562908,5027996,5562908
H008529-W48S9H,1859267,57323,1859267
H008530-PZE840,-44924,13981,-44924
H008533-G4G57N,2482690,868971,2482690
H008534-ZUEGM7,3718190,2701097,3718190
H008535-CXQAV9,3557462,1507910,3557462
