input_id,out_v1,out_v2,out_v3
H002694-EDQ7R1,941670,1320016,941670
H002696-K4CFZ0,7585717,2131114,7585717
H002697-J8XKQD,-88437,-5458,-88437
H002698-PXZQG8,-64636,-19029,-64636
H002699-TFPV9Q,-109937,-63778,-109937
H002701-6NJU46,14736050,9885657,14736050
H002702-XFT6DT,3732809,4021716,3732809
H002703-O67IFA,5882820,2277639,5882820
H002704-2FUW7H,4068463,1899733,4068463
H002705-SY70DJ,2186557,-66870,2186557
H002707-PIXWH4,3310500,5298423,3310500
H002708-D5N8WP,759629,26413,759629
H002709-4BY198,-325423,-252285,-325423
H002712-RKX7EZ,9322800,6667367,9322800
H002713-FLWWBM,751404,886137,751404
H002714-LOTMWB,1883170,503498,1883170
H002715-RWRAAR,84141,3041058,84141
H002716-ZMXBKQ,5351848,1916941,5351848
H002718-ACZYSJ,1544491,1103654,1544491
H002721-OJECDU,-142686,-207910,-142686
H002723-0L9RZ0,0,321291,0
H002724-KPYEIT,1982372,1973768,1982372
H002725-WJ2L1Z,-534817,-597997,-534817
H002726-H5I0B5,4662773,6583929,4662773
H002727-F3D94Y,-378757,-414527,-378757
H002728-Z1O1EO,2805641,1759567,2805641
H002729-WBO6I1,-2646,-2640,-2646
H002730-18HJ2S,6323192,4225562,6323192
H002732-GTK33F,1121277,1517417,1121277
H002735-4ZHYYO,4300202,1210625,4300202
H002736-O66CID,-87101,-47787,-87101
H002737-P6EL20,6261309,5672420,6261309
H002738-5C23PO,7953810,1423098,7953810
H002739-4XMWJ1,1356092,1744307,1356092
H002741-GVEEZB,12545,2564762,12545
H002742-QJLA9B,4999084,3477993,4999084
H002744-9JSY40,900289,392752,900289
H002745-OZAJEX,4941242,1689946,4941242
H002746-P5Y2UR,119550,1059004,119550
H002747-71U7J5,0,1123695,0
H002748-C0NQ4W,0,1257634,0
H002750-A6OSP0,1410855,12019,1410855
H002751-BFVHLZ,746943,567997,746943
H002752-YK6LAB,473966,-210562,473966
H002753-QV0X7Z,7051348,5578914,7051348
H002754-JLXNE0,324273,430253,324273
H002755-EG5C2P,1993161,-11240,1993161
H002756-ZDRBHN,-547242,-529771,-547242
H002758-SLJAKJ,1720827,227119,1720827
H002759-5V2DNQ,-90337,12498,-90337
H002761-GWV333,0,644508,0
H002763-3W2UB5,-727760,-318467,-727760
H002768-GIL6ZO,-548310,-54491,-548310
H002769-TW78PU,-893764,-864111,-893764
H002770-Z0QI19,-236341,-134947,-236341
H002771-1Z2I75,1231479,0,1231479
H002772-NO8NY5,-679166,-665185,-679166
H002773-L2FHJ0,-468045,-431942,-468045
H002774-USGH6A,-634966,-309590,-634966
H002778-XRTE99,-40739,74130,-40739
H002779-OQ0PMV,1446703,2213,1446703
H002780-RSCBEB,993616,781296,993616
H002781-ACA4AU,-229350,-368507,-229350
H002782-RS1KOK,3430465,3459515,3430465
H002783-NWWTEH,-212724,-335254,-212724
H002784-8UZZ6E,-183705,-421588,-183705
H002785-4CVAUY,-64360,-52356,-64360
H002786-HQ1VEY,8276546,7311976,8276546
H002787-CUHNL4,-212015,-138116,-212015
H002788-6FMV5F,11995,18244,11995
H002789-RZH4EL,66573,10828,66573
H002790-OJHKM9,-212441,-100277,-212441
H002791-AT36FV,-202514,-170136,-202514
H002792-9KE2FJ,2036666,2038827,2036666
H002793-M9KC4F,781557,972675,781557
H002794-HHTJ3I,940592,862424,940592
H002796-W1QNB6,17476,2364000,17476
H002798-Z7YEHR,4287544,378209,4287544
H002799-J4EEEG,1915936,1674430,1915936
H002800-35JD7S,1241541,1010607,1241541
H002801-WRCRTR,-6836,214076,-6836
H002802-P2D0FF,1782086,510103,1782086
H002803-N0T8AN,0,783315,0
H002804-5M86E9,-222321,-339121,-222321
H002805-RNTAD9,9212189,4327273,9212189
H002806-0HIPI5,-120758,-144934,-120758
H002808-QACVXW,5499119,2974083,5499119
H002809-4WI2LE,553724,490108,553724
H002810-FO89XO,-532238,-350135,-532238
H002811-YDWXA9,-405751,-220405,-405751
H002812-PQMWZT,3015388,3065348,3015388
H002813-VX3Q0I,4150836,4395675,4150836
H002817-H1LAG8,6526608,315013,6526608
H002818-7VNGFH,13618502,12498697,13618502
H002819-IXNKNV,1147999,1131212,1147999
H002820-JYKUJB,2996056,2021954,2996056
H002821-NXEYAG,6586133,5831995,6586133
H002822-VEPP38,-284100,-239422,-284100
H002824-8KEJ54,-319448,-175883,-319448
H002825-VRW0F5,7886946,0,7886946
H002826-LZC98U,0,1659986,0
H002827-P0GMRC,-507079,-225279,-507079
H002829-LKV36E,-50113,68820,-50113
H002830-67ZTOA,967966,121705,967966
H002831-FK8JZK,5785723,4438611,5785723
H002832-0XM4SM,7316714,4898953,7316714
H002833-4W29JF,3897562,3301259,3897562
H002835-7KXVS2,1593003,533446,1593003
H002836-HSQXUY,1481874,119426,1481874
H002837-R381AL,978423,92975,978423
H002838-1PLFO7,-98493,-160907,-98493
H002839-839B4B,1802561,3540428,1802561
H002840-1JLIX7,745414,830918,745414
H002841-Y1WX1A,5660310,3534209,5660310
H002842-YCW6BT,-36815,326813,-36815
H002844-PXNNB1,427220,-121670,427220
H002845-M1MCUC,6979261,4274584,6979261
H002846-6AMD29,3303238,2990620,3303238
H002847-5KYQ8G,3143579,3468871,3143579
H002848-YJB0D2,11815,2275475,11815
H002849-UDSKMW,4388149,3366782,4388149
H002850-VXGOJC,54670,489519,54670
H002851-61TRJL,-274844,-81202,-274844
H002852-0QDPO1,2256898,1677680,2256898
H002853-YDN2SA,4238475,5036024,4238475
H002854-QYS5UM,534804,339588,534804
H002855-EF03GC,2782892,521387,2782892
H002857-0QIJI2,11708188,11206769,11708188
H002858-YN64MA,-88724,-89898,-88724
H002860-E265W7,471425,491252,471425
H002861-UG7E29,1508886,1919356,1508886
H002862-8IG7IG,4749154,5077157,4749154
H002863-VCJNI3,8136224,2474105,8136224
H002865-9F0LHJ,8354176,10799365,8354176
H002866-JAWFTX,2100730,1516507,2100730
H002867-3KCRNH,2383621,2517704,2383621
H002868-57YVPS,-319684,-314608,-319684
H002869-H906QS,2494601,41277,2494601
H002870-L6J21B,0,378020,0
H002871-E47BO3,-446260,-230287,-446260
H002872-PZGAHA,4977880,3356670,4977880
H002873-9Q7A58,3766120,5530240,3766120
H002874-GYD2F5,846979,5750,846979
H002875-QDGLVM,-70354,-199625,-70354
H002876-2EAB8D,757428,-84709,757428
H002878-WB3L86,-123622,4195,-123622
H002879-NEU84M,-519911,-94175,-519911
H002881-R8O7AM,5495094,1183077,5495094
H002882-OX9HP8,1759938,965230,1759938
H002883-F1CJQB,5190321,7179815,5190321
H002884-62OHVY,1108600,3903953,1108600
H002885-6608Z8,-272323,-258528,-272323
H002886-YW4VJI,2325748,2212012,2325748
H002887-S69LRG,22609998,14951429,22609998
H002888-8GRH4Y,5600922,3832969,5600922
H002889-C3GCOF,6619206,3228964,6619206
H002891-DTYU1P,591774,1586333,591774
H002892-6O1K1L,823201,689350,823201
H002893-NXQU5N,-300442,-237437,-300442
H002894-EI4HP2,3801823,2782716,3801823
H002896-TXBKJW,4526492,2808047,4526492
H002898-42E49F,4985631,5636278,4985631
H002899-UG7RIQ,1129848,1130584,1129848
H002901-KSR7IT,-221417,-246883,-221417
H002902-RM06CS,-357254,-276075,-357254
H002903-0T5V5B,-396556,-395278,-396556
H002904-36LAEB,-171844,2576437,-171844
H002905-LNIUO2,17944626,8353209,17944626
H002906-RV6FK5,-234363,-67614,-234363
H002907-OLMQ7B,10453447,4901438,10453447
H002908-AXK5E7,14830528,13661146,14830528
H002909-7Z5H75,1403648,31569,1403648
H002910-W9OE8F,-321836,-179911,-321836
H002911-POPE55,-93367,628217,-93367
H002912-B63WMF,2516571,1242903,2516571
H002913-J4O6CM,1988078,0,1988078
H002914-GHD7IZ,-55341,190852,-55341
H002915-9Q0ZO9,-46039,205833,-46039
H002916-L8N537,3185295,1534829,3185295
H002919-V00LJD,-5996,1896,-5996
H002920-WZ5RRX,451361,1891911,451361
H002922-87ENYP,-368800,-252644,-368800
H002924-B0T5LJ,439998,2169793,439998
H002925-HL63FJ,3182428,12123,3182428
H002926-KPQ86Z,-66760,-119055,-66760
H002928-9HQYP9,2931914,-22189,2931914
H002930-GFE0MU,-231506,22812,-231506
H002931-OF6ITL,5535116,4423311,5535116
H002932-DMPMBA,-343754,-57777,-343754
H002933-7OE5N9,-104238,-90084,-104238
H002935-OIZI91,-358223,-120946,-358223
H002936-L893Z7,-87742,-9522,-87742
H002937-2EW6OQ,8019,347015,8019
H002939-W2L9YK,1974547,16753,1974547
H002941-682NI1,2617646,1963487,2617646
H002942-P1USO5,3864,8374,3864
H002943-4EUL3B,-149794,-72550,-149794
H002944-KFGBX3,-491630,-311536,-491630
H002945-4XB4LB,4498429,757271,4498429
H002946-0RO2O4,3882803,2082776,3882803
H002947-MB74MY,8726853,8003348,8726853
H002949-6RZNZY,506233,4177245,506233
H002950-OPT4DA,2267674,3359,2267674
H002951-IPDCFO,162,22869,162
H002952-LI493K,62853,139214,62853
H002953-6HD7RH,2734660,1568734,2734660
H002954-ZEQRNZ,-6388,892462,-6388
H002956-GJHPHN,3604358,1144728,3604358
H002957-QBH627,-690079,-459357,-690079
H002958-NLQKOB,-643472,-526254,-643472
H002959-UFT626,3511674,5293397,3511674
H002960-TUHJR2,14142732,8653905,14142732
H002962-QY1LKB,6622002,5251258,6622002
H002964-ZD98JF,665879,49977,665879
H002965-F6DKI4,0,79895,0
H002966-B9EIWS,1893107,12008,1893107
H002967-VS95Y0,1167529,42266,1167529
H002968-RBBTHW,2827155,2075060,2827155
H002969-1INBBN,3355069,3032459,3355069
H002970-T2ASBG,-128415,-123390,-128415
H002973-V2BHX4,4851573,31551,4851573
H002975-6ZZ66C,-107744,-153426,-107744
H002976-6LRBWF,4386408,374551,4386408
H002977-QLAG6S,1120445,286174,1120445
H002979-4W7BQ0,-70803,-100840,-70803
H002980-3AGGPA,5703495,392151,5703495
H002982-SMMZSK,2579677,2970479,2579677
H002983-PPHE05,0,1239832,0
H002985-OEDL7H,327117,331089,327117
H002988-PRGEG0,4041290,5185213,4041290
H002990-H13C0K,9822549,8108070,9822549
H002991-PZOA6F,-7961,-257130,-7961
H002993-LWYYJO,-177303,-111315,-177303
H002994-P35HUH,6438452,4791363,6438452
H002997-Q8G064,1314208,1533300,1314208
H002998-5C7TRZ,11133357,8661024,11133357
H003000-WFVII8,-749336,-619543,-749336
H003001-G6HQTJ,-31117,503110,-31117
H003002-3STK1T,60270,2460960,60270
H003003-XPOPRL,44616,1356564,44616
H003004-JGZH2E,1648406,-81217,1648406
H003005-PMOOEL,924988,228858,924988
H003008-837JEI,-875779,-986411,-875779
H003011-ZHDBZF,-143896,-30761,-143896
H003012-1ZXCKL,0,1266443,0
H003014-7HX50B,-58307,-317864,-58307
H003015-LBKQRB,13650799,13274303,13650799
H003017-OT4N3U,-216607,-217064,-216607
H003019-CXDS9B,187874,2436503,187874
H003021-KWOZLN,638607,39020,638607
H003022-2DKH8W,1852112,465618,1852112
H003024-UTEXKN,4351411,3662446,4351411
H003025-DH5QB5,-153249,-130318,-153249
H003026-LSRK3A,-168377,-146021,-168377
H003027-KVI5HO,5178149,2352247,5178149
H003028-1JD9SN,-384673,-280744,-384673
H003031-MUFZH5,-523500,-142244,-523500
H003034-9JK9S6,3676691,1065283,3676691
H003035-ZRAVIC,3224113,3980217,3224113
H003036-JS9FCG,6447597,5157527,6447597
H003037-VTPSVM,9630,2623754,9630
H003038-3R9WQ2,6673250,5198129,6673250
H003039-BS8GVM,-119234,1605217,-119234
H003040-GJ7708,2311981,4617,2311981
H003042-CVN52K,-616971,-397876,-616971
H003043-T0A0P6,-231868,-117127,-231868
H003044-GA1WB0,-97313,1431990,-97313
H003045-8B7LG7,-398302,-102998,-398302
H003046-KOOJ6F,2306541,2171287,2306541
H003047-N0OPWA,5831813,4097335,5831813
H003048-CQBHXS,3406181,3272250,3406181
H003049-XG97US,2542642,3069285,2542642
H003050-SHWKQP,-134086,-298319,-134086
H003051-3MLU2W,414464,1051821,414464
H003052-VOAYUV,5019201,4689116,5019201
H003053-94VFB0,-105989,-134043,-105989
H003054-XZW23Q,2360400,2132439,2360400
H003057-1A9FV5,12194670,4226356,12194670
H003058-WKDSCO,-56919,-80345,-56919
H003059-QD5UHI,50019,-67912,50019
H003060-V13EO0,-274977,-203199,-274977
H003061-EY0SJ7,92193,0,92193
H003065-W9GV58,3946,742228,3946
H003066-P54HS1,1420046,-92423,1420046
H003067-LUKWE6,0,504264,0
H003069-LA87D3,4490050,672199,4490050
H003071-0JOBRQ,3777229,2111616,3777229
H003072-62OVQA,0,649119,0
H003073-4024SO,-108578,-142891,-108578
H003074-8VYPED,508667,5449,508667
H003077-FGA5TZ,12010,377657,12010
H003078-FOYX3J,-443747,-74258,-443747
H003079-YH231Z,6645360,5119914,6645360
H003080-5WSLRD,860801,1314219,860801
H003081-DC5OT6,142588,4062788,142588
H003082-CVY138,7309697,4787983,7309697
H003083-I5PHWS,-547138,-673154,-547138
H003084-WZ6NMA,362905,404214,362905
H003085-MU86XJ,3472832,1989635,3472832
H003086-9ZWL5H,1807338,-29800,1807338
H003088-UMEG4P,-278278,-244244,-278278
H003089-B7APEH,2334460,1793197,2334460
H003090-KPI6Q5,-115293,-147645,-115293
H003091-TA8AAT,-21263,2059457,-21263
H003092-KLGFBR,-724304,-443224,-724304
H003093-C1ZWAQ,1893320,2310064,1893320
H003094-ZHSBWZ,-50726,26801,-50726
H003095-OX5Z9J,1943236,711254,1943236
H003096-B9HQLO,1279497,-20502,1279497
H003097-72IRJ9,1535,1450576,1535
H003098-LXWOZU,1853561,8865,1853561
H003099-UOQ9D9,1083822,838088,1083822
H003100-YYA6PR,789159,1985663,789159
H003101-MUEI9M,3960584,3593896,3960584
H003102-G5PUWU,-285552,-137778,-285552
H003103-RMPTUX,0,52688,0
H003104-NBLPRB,9446047,5553901,9446047
H003105-UMI93X,3499580,2805350,3499580
H003106-B5Y0IO,-131418,-127226,-131418
H003108-VZ7XV6,1434217,146208,1434217
H003110-C47QKR,4673570,3006287,4673570
H003111-SG87V0,1707189,2629025,1707189
H003112-90XH87,8683600,7996959,8683600
H003113-WHDUSW,-195170,-255429,-195170
H003114-BHTOGP,7126162,3962163,7126162
H003116-K2N3IK,-305350,-296901,-305350
H003117-WUE7VA,112768,1313059,112768
H003118-GAKL0N,7452213,7252835,7452213
H003119-KG1S19,-369286,1892396,-369286
H003123-EXETOF,4490516,1084844,4490516
H003124-EICWTV,2409136,4957283,2409136
H003126-EQVLQN,4104194,-32524,4104194
H003127-JBUN87,24248,11982,24248
H003129-RUCCNS,5912570,5181929,5912570
H003130-LNGY9B,-5903,4782,-5903
H003131-3V0YCK,11068112,9657285,11068112
H003132-IL769L,3805231,5045032,3805231
H003133-OJG5R0,-416471,-276555,-416471
H003134-FDK2DC,0,406783,0
H003135-4O5ODP,1428873,2871689,1428873
H003137-6KGOLL,1577137,1634571,1577137
H003138-T4TB1O,3910168,2125637,3910168
H003140-VRY5R6,-37903,-67043,-37903
H003142-T5T0LW,41665,966,41665
H003143-E56KAN,1644178,2265821,1644178
H003144-UK0IEY,-242283,-53736,-242283
H003146-4D4YPL,3741386,3959482,3741386
H003147-Z7L938,1964490,315843,1964490
H003148-JAXV3W,6618102,3348289,6618102
H003149-5BXJXK,6595613,1083843,6595613
H003150-45O5TJ,-139896,-29647,-139896
H003151-YQGFGL,8703280,5333946,8703280
H003153-2MYX9P,1675267,-7749,1675267
H003154-VHYD5F,538238,36734,538238
H003155-U2IXPR,3350473,220518,3350473
H003156-U9ZP68,1147333,0,1147333
H003157-IW33ZO,1679662,1793972,1679662
H003158-L335M8,4034236,987343,4034236
H003159-JDUH5H,5292979,3375501,5292979
H003160-Z39PLV,2289574,3572358,2289574
H003162-CIOO2A,-652426,-380309,-652426
H003165-4VAUW3,6198159,6206657,6198159
H003166-M9IC2I,7059097,1439605,7059097
H003167-U3RC3B,-34328,1143514,-34328
H003168-CHV60Y,-496857,-399489,-496857
H003169-9X1IUM,916626,-5595,916626
H003170-32FPAU,4863927,196073,4863927
H003171-DVCQDA,34417,633131,34417
H003173-LIH3ND,-95311,321510,-95311
H003174-HXMA4Q,254379,-60122,254379
H003175-ACDVCE,2840954,4292736,2840954
H003176-T6CGEG,4979470,1338914,4979470
H003177-WSZXVJ,3494274,2859596,3494274
H003179-UINKRY,-147366,-58051,-147366
H003181-JFFMX8,-242391,-40947,-242391
H003182-DXPS2B,-79480,-12100,-79480
H003183-P6KDNR,2388990,2878899,2388990
H003184-NMN6AM,-203275,-382422,-203275
H003185-QWT6BY,-38224,-16986,-38224
H003186-26BVSI,-93871,-99085,-93871
H003187-S3Z3Q9,3152676,1197568,3152676
H003188-Q3XC6Q,-323034,-172302,-323034
H003189-PC9XVN,3953830,1339989,3953830
H003190-W7IN2Q,956585,195111,956585
H003191-H96S79,-555662,-170400,-555662
H003192-W22QUK,27455,296288,27455
H003193-7ZHW31,2026349,1985959,2026349
H003195-6C2OCL,10621532,8222594,10621532
H003196-HMX8R7,7106543,4998237,7106543
H003198-FYJ5I4,-120759,-180113,-120759
H003201-6RRFTV,1104996,0,1104996
H003202-TW5IRR,292162,0,292162
H003203-RQ8VXU,-578025,-274782,-578025
H003204-VF9IU5,6066200,1193833,6066200
H003206-2Q9YAO,2336885,234268,2336885
H003207-6DP9WF,1150853,902752,1150853
H003208-VVSMQZ,-45484,-13252,-45484
H003210-8KKGJE,5949529,4167471,5949529
H003211-I8KXPB,156977,-26329,156977
H003213-CS0HW5,3773322,4673103,3773322
H003215-E9VFGP,317959,0,317959
H003216-5EFAA6,3187834,3565265,3187834
H003217-BE1B0R,0,195212,0
H003218-B6COS3,7914623,6421610,7914623
H003219-W23PCB,3291922,182176,3291922
H003220-OK8DH0,1409676,2259748,1409676
H003221-922JE2,-655242,-389980,-655242
H003223-WX9HK1,1113027,-243960,1113027
H003225-TVQJKE,1194828,2131988,1194828
H003227-ZOTZCQ,5502561,4218366,5502561
H003229-TFRQYH,4473989,5255271,4473989
H003231-QNOQEA,1126816,1134262,1126816
H003232-U1Q3BK,747105,0,747105
H003233-AWYVHL,-344190,-411702,-344190
H003234-GLFG38,920136,1018407,920136
H003235-12NMZ8,-291376,-83306,-291376
H003236-4NL3LO,1245182,997455,1245182
H003237-3HNP8G,-153801,-85789,-153801
H003238-BQJ306,-405466,-61816,-405466
H003239-6DK9O4,2117028,518048,2117028
H003240-4B9B5J,2109760,1486878,2109760
H003241-0FRMVI,1776588,-21830,1776588
H003242-XKRIA7,1699315,543561,1699315
H003243-SYPTOI,-132803,-88175,-132803
H003248-Z9SINE,201492,-45831,201492
H003249-Q146Q6,-137915,-44565,-137915
H003250-PSZN1L,-5463,2454765,-5463
H003253-1QFUO7,2091507,1262776,2091507
H003254-JZ4XZJ,-216372,1718079,-216372
H003256-PF5M63,2344892,0,2344892
H003257-CTDKO8,-123477,-70234,-123477
H003258-1D4808,-780195,-146492,-780195
H003259-LU4TD1,2869816,3025440,2869816
H003260-5342K2,635517,-44556,635517
H003261-O3YSA2,-133307,-289107,-133307
H003262-KQUJWR,1128073,890587,1128073
H003263-T5XG3V,-270444,-251864,-270444
H003264-QV898H,4503207,3399321,4503207
H003265-YDUDTG,0,730281,0
H003266-JVVCSP,-75661,370178,-75661
H003267-YZVRAY,196807,-80396,196807
H003268-9FYP5K,15419898,12108278,15419898
H003269-F933JG,837858,237420,837858
H003270-2GDTNO,2231943,4269640,2231943
H003272-0VZ0PX,9192,1616231,9192
H003273-DPJZUR,0,371320,0
H003274-BGMNTB,1677167,1072319,1677167
H003275-8EQO2U,1835491,3555594,1835491
H003276-Q5E0YS,989881,2592861,989881
H003277-PSKZYL,5281909,4096894,5281909
H003278-POKP27,638227,21971,638227
H003279-0BNFIS,777021,70276,777021
H003280-91IVM6,11258864,1872062,11258864
H003282-J1DQJR,398802,409915,398802
H003283-PHMTBS,2111123,2023680,2111123
H003284-1QW1S5,198551,-91961,198551
H003285-7X4RJW,0,2427533,0
H003286-4KVVQB,-211977,-209648,-211977
H003287-N0Z2Z5,703955,-231883,703955
H003289-W0U068,3290079,3659799,3290079
H003291-LRLK2C,572793,0,572793
H003292-Q668ZI,1492522,0,1492522
H003295-DWHBOQ,1803059,1243876,1803059
H003296-HBHL4B,11081266,12400822,11081266
H003298-W1CJ90,1872636,1450283,1872636
H003300-NGY1EM,6868928,3884300,6868928
H003302-846P2X,439384,14095,439384
H003304-PDE6XX,-286621,-5442,-286621
H003305-LAS04S,3752082,762247,3752082
H003307-D56XDS,1927083,454726,1927083
H003308-J9Z04N,137372,1178674,137372
H003309-SCHY77,174880,44615,174880
H003310-23YIGG,-138733,-82337,-138733
H003311-AJ04GM,-279715,-296246,-279715
H003312-569NVD,-234630,-166792,-234630
H003313-K8J2ZY,8078953,1563449,8078953
H003314-VTRX7Y,5197119,3739197,5197119
H003316-ZMVGB6,-346825,-255235,-346825
H003317-A4DB3N,7637533,6710710,7637533
H003319-3XP0GD,-358435,-322298,-358435
H003320-C1UUWM,1279021,-193927,1279021
H003321-USGMWE,-73138,-10135,-73138
H003322-82PA4C,159907,1916359,159907
H003323-A1U9NU,908308,968820,908308
H003324-7LMSTB,4915710,3455698,4915710
H003325-U881FU,-614974,-14016,-614974
H003326-JRZVE8,-344819,-275262,-344819
H003327-JELQZ0,0,1444088,0
H003328-LHEAU1,-251963,-224455,-251963
H003329-AD15ZQ,4879550,4091662,4879550
H003330-OVZFMN,-582085,-602625,-582085
H003332-7GM1T5,4578126,2578735,4578126
H003333-FY7LJE,2051165,2331278,2051165
H003334-55OHF3,-565005,-434611,-565005
H003335-JX0856,-84467,2050142,-84467
H003336-N8D13F,0,2265847,0
H003337-RA8IH8,-25785,-108671,-25785
H003338-R65AQI,-45642,-19771,-45642
H003339-RCTT5M,-215599,-234976,-215599
H003340-XVT1QD,1220643,1165211,1220643
H003341-8GDVD7,-165865,-497630,-165865
H003344-VN7LJJ,9015959,7831774,9015959
H003347-87WYV2,-86709,497562,-86709
H003348-U8ZMGV,1490921,828154,1490921
H003349-58VQN4,1706228,2908448,1706228
H003350-H0MK9F,6487202,5945605,6487202
H003354-F8RXQY,6396981,8788916,6396981
H003355-C5DWES,3933703,5095050,3933703
H003356-RN4Z6H,-76201,191440,-76201
H003357-QXTR27,446731,5811,446731
H003358-NAKUNE,-92210,1633,-92210
H003359-KM0N1U,6580051,1914910,6580051
H003360-0FB5FV,-113830,-113444,-113830
H003361-1J7SCA,-535033,-127523,-535033
H003363-TIRQBQ,2852144,277885,2852144
H003365-S1MKJ2,1896669,18981,1896669
H003366-SQCO4P,23902,2124224,23902
H003367-NXBRZD,7133562,4370527,7133562
H003368-1GQBYB,3669185,0,3669185
H003369-GS421X,5592318,6012192,5592318
H003370-4GG4G9,-432626,-443664,-432626
H003371-WZF1P5,0,842545,0
H003372-PPA1XI,-535514,-581978,-535514
H003373-I6WFFN,43044,364519,43044
H003374-RPJKZR,1916483,437826,1916483
H003375-L96Y36,-413250,-262543,-413250
H003376-AZ0O7T,-268351,-49997,-268351
H003377-94W9CA,4413258,2490429,4413258
H003378-1468EN,5203384,1591771,5203384
H003379-JPKILC,-101311,-52044,-101311
H003381-Z4QOT2,3996632,4038570,3996632
H003382-9XNM9B,-15571,-22832,-15571
H003383-Q10ACU,7438063,467004,7438063
H003384-VIR25J,7343024,1696236,7343024
H003385-LIWB7I,-9774,298960,-9774
H003386-71FOV7,3023839,6494878,3023839
H003387-OQ2MOT,117430,2082285,117430
H003388-TG9C23,1363886,25159,1363886
H003390-NGB8CV,273090,-57902,273090
H003392-87ZEPC,1767672,1456836,1767672
H003393-LFBZA7,45328,1532788,45328
H003394-00RNEC,3229507,2783226,3229507
H003395-BA2B9V,7115647,-121176,7115647
H003397-U9QUNM,8714325,8360013,8714325
H003398-FY1GQZ,43042,0,43042
H003399-M7U5G4,10609,14184,10609
H003400-3VCMQ6,-125573,115516,-125573
H003401-E5ULTQ,3323,-15705,3323
H003402-ARL30C,367523,2225445,367523
H003403-JE02N7,223,63856,223
H003404-T9NZP7,-116597,654730,-116597
H003405-J2WUDB,-383714,-294735,-383714
H003407-J9F8K5,-525533,-519853,-525533
H003409-WNLUG8,3625665,0,3625665
H003410-J1GCV7,5778682,4292453,5778682
H003411-074AJ7,952811,136322,952811
H003412-LHUIMB,-87106,-42163,-87106
H003413-9M3VKW,3566197,1555102,3566197
H003414-KQXF2Z,2016610,817308,2016610
H003415-0M52L8,-214468,-239994,-214468
H003416-7XG1DS,12184378,6702809,12184378
H003417-TUP8BB,5068216,3261349,5068216
H003418-0T18ZC,5709922,5683726,5709922
H003419-K8YSKP,11567232,10920032,11567232
H003420-Q265XK,6443710,4325959,6443710
H003421-6DHLN3,86274,186397,86274
H003422-WAHA3N,8331535,8553508,8331535
H003423-UZL996,2642449,-45140,2642449
H003424-O0OVXO,8748492,7260876,8748492
H003426-32WKY9,-172498,-76599,-172498
